UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,6,2020,67,3593726,1707242,1886484,1421730,1531568,169832,215810,14860,16536,80039,98896,2697,2909,18084,20765,1436771,1548545,174284,221806,25105,28596,85933,105186,4773,5299,1545885,1703763,1276155,1366537,163102,207870,10435,12155,78659,97326,2288,2436,15246,17439,1288723,1380620,166347,212429,19169,22445,83931,102860,4104,4523,161357,182721,145575,165031,6730,7940,4425,4381,1380,1570,409,473,2838,3326,148048,167925,7937,9377,5936,6151,2002,2326,669,776
R,6,2020,68,3463258,1639828,1823430,1373719,1486235,158711,206096,13664,15500,74531,93738,2483,2753,16720,19108,1387593,1501916,162862,211559,23359,26852,79794,99291,4468,4950,1489786,1652658,1237900,1332006,152610,198564,9731,11467,73271,92266,2116,2323,14158,16032,1249550,1344992,155689,202694,17999,21194,78006,97150,3849,4225,150042,170772,135819,154229,6101,7532,3933,4033,1260,1472,367,430,2562,3076,138043,156924,7173,8865,5360,5658,1788,2141,619,725
R,6,2020,69,3272994,1538299,1734695,1285830,1409223,151123,199454,12982,14661,70335,90795,2288,2499,15741,18063,1298917,1423931,155027,204786,22231,25431,75191,95999,4122,4585,1397203,1572203,1158085,1262450,145316,192403,9339,10748,69153,89322,1964,2119,13346,15161,1169078,1274629,148203,196472,17284,19978,73502,93866,3596,3921,141096,162492,127745,146773,5807,7051,3643,3913,1182,1473,324,380,2395,2902,129839,149302,6824,8314,4947,5453,1689,2133,526,664
R,6,2020,70,3141471,1472372,1669099,1228133,1354338,142819,189458,12436,13808,71645,91722,2332,2504,15007,17269,1240568,1368336,146555,194559,21360,23997,76217,96793,4086,4537,1340533,1514381,1108749,1214373,137377,182640,9080,10333,70578,90377,1962,2132,12787,14526,1119280,1226009,140206,186516,16740,19099,74654,94810,3522,3917,131839,154718,119384,139965,5442,6818,3356,3475,1067,1345,370,372,2220,2743,121288,142327,6349,8043,4620,4898,1563,1983,564,620
R,6,2020,71,3056279,1428402,1627877,1202885,1335237,131294,176676,11624,12975,66473,84354,2215,2395,13911,16240,1214444,1348577,134642,181349,19938,22797,70703,88884,3855,4217,1307269,1484151,1093005,1204883,126446,170544,8537,9741,65466,83160,1889,2044,11926,13779,1102847,1216099,128971,174115,15777,18305,69238,87139,3327,3635,121133,143726,109880,130354,4848,6132,3087,3234,1007,1194,326,351,1985,2461,111597,132478,5671,7234,4161,4492,1465,1745,528,582
R,6,2020,72,3012195,1407678,1604517,1196738,1330410,122248,165607,10860,12208,62541,78438,1989,2173,13302,15681,1207839,1343358,125481,170004,18909,21699,66434,82818,3527,3958,1292638,1467240,1092237,1205754,117659,159857,8046,9233,61611,77278,1701,1850,11384,13268,1101650,1216579,120127,163223,15038,17462,65075,81131,3079,3422,115040,137277,104501,124656,4589,5750,2814,2975,930,1160,288,323,1918,2413,106189,126779,5354,6781,3871,4237,1359,1687,448,536
R,6,2020,73,3110429,1462163,1648266,1261390,1389133,115743,155784,10877,11884,59127,74093,1869,1916,13157,15456,1272476,1402012,118829,160065,19030,21447,62784,78248,3387,3600,1352382,1516510,1161377,1269224,111557,150324,8151,9109,58316,72987,1610,1634,11371,13232,1170913,1280141,113926,153652,15361,17484,61537,76669,2946,3137,109781,131756,100013,119909,4186,5460,2726,2775,811,1106,259,282,1786,2224,101563,121871,4903,6413,3669,3963,1247,1579,441,463
R,6,2020,74,2206389,1015736,1190653,861213,984890,86876,122614,7971,9176,48222,60453,1636,1703,9818,11817,869410,994641,89244,125891,13790,16091,51190,63920,2844,3121,926451,1078073,779930,882556,83333,117777,5812,6846,47560,59547,1415,1469,8401,9878,786913,890622,85098,120214,10874,12747,50211,62573,2480,2728,89285,112580,81283,102334,3543,4837,2159,2330,662,906,221,234,1417,1939,82497,104019,4146,5677,2916,3344,979,1347,364,393
R,6,2020,75,2132949,976179,1156770,829609,959150,82816,118447,7488,8767,45430,57453,1398,1604,9438,11349,837526,968536,85044,121588,13117,15472,48188,60736,2618,2967,893615,1052391,754350,863964,79671,114185,5553,6630,44754,56604,1200,1374,8087,9634,761070,871865,81346,116567,10465,12456,47216,59487,2289,2584,82564,104379,75259,95186,3145,4262,1935,2137,676,849,198,230,1351,1715,76456,96671,3698,5021,2652,3016,972,1249,329,383
R,6,2020,76,2079560,945493,1134067,810503,950754,76327,110467,6916,8171,41941,52489,1292,1393,8514,10793,817671,959688,78242,113482,12052,14667,44422,55453,2374,2705,871118,1036521,742589,861590,73397,106651,5188,6211,41411,51693,1132,1211,7401,9165,748782,869119,74881,108958,9747,11861,43626,54304,2097,2377,74375,97546,67914,89164,2930,3816,1728,1960,530,796,160,182,1113,1628,68889,90569,3361,4524,2305,2806,796,1149,277,328
R,6,2020,77,2074771,937533,1137238,811135,962600,71743,107181,6378,7686,39051,48228,1122,1296,8104,10247,817977,971146,73610,109977,11390,13978,41267,50968,2099,2461,868798,1044340,748290,877943,69042,103262,4909,5812,38520,47522,992,1105,7045,8696,754243,885148,70463,105348,9382,11329,40478,49912,1848,2144,68735,92898,62845,84657,2701,3919,1469,1874,531,706,130,191,1059,1551,63734,85998,3147,4629,2008,2649,789,1056,251,317
R,6,2020,78,1772093,792072,980021,680508,823283,62061,94267,5635,6708,35793,45716,976,1168,7099,8879,686438,830677,63715,96654,9973,12096,37839,48159,1816,2160,731196,897791,624790,747914,59701,91112,4342,5086,35343,45079,848,976,6172,7624,629917,754208,60986,92957,8190,9820,37169,47237,1596,1874,60876,82230,55718,75369,2360,3155,1293,1622,450,637,128,192,927,1255,56521,76469,2729,3697,1783,2276,670,922,220,286
R,6,2020,79,1584761,700329,884432,599676,740519,55496,87028,5054,6128,32901,41660,910,1021,6292,8076,604966,747207,56915,89210,8871,10988,34752,43962,1683,1985,644462,807771,548506,670212,53351,84001,3872,4739,32492,41074,805,862,5436,6883,553056,675880,54416,85670,7243,8978,34137,43090,1489,1713,55867,76661,51170,70307,2145,3027,1182,1389,409,586,105,159,856,1193,51910,71327,2499,3540,1628,2010,615,872,194,272
R,6,2020,80,1444900,630158,814742,537202,679792,50787,81472,4618,5708,30865,39158,845,1035,5841,7577,542111,686080,52121,83574,8049,10209,32665,41286,1553,1926,578420,742455,489889,613633,48796,78571,3508,4361,30447,38604,721,850,5059,6436,494129,618933,49802,80161,6525,8273,32062,40474,1357,1634,51738,72287,47313,66159,1991,2901,1110,1347,418,554,124,185,782,1141,47982,67147,2319,3413,1524,1936,603,812,196,292
R,6,2020,81,1343449,581455,761994,499208,641453,44852,72830,3946,5108,27666,34947,698,927,5085,6729,503513,647063,46029,74624,6979,9118,29178,36854,1302,1745,534504,695244,456175,580202,43009,70158,2997,3921,27319,34444,600,792,4404,5727,459874,584964,43906,71505,5668,7425,28674,36112,1152,1500,46951,66750,43033,61251,1843,2672,949,1187,347,503,98,135,681,1002,43639,62099,2123,3119,1311,1693,504,742,150,245
R,6,2020,82,1243311,530102,713209,455398,600442,40423,68230,3602,4799,25326,32797,652,856,4701,6085,459357,605497,41517,69906,6397,8326,26740,34550,1188,1585,487334,651089,416094,543545,38838,65693,2775,3675,25015,32341,549,696,4063,5139,419500,547779,39665,66967,5242,6735,26276,33868,1018,1327,42768,62120,39304,56897,1585,2537,827,1124,311,456,103,160,638,946,39857,57718,1852,2939,1155,1591,464,682,170,258
R,6,2020,83,1104342,463852,640490,398249,539117,35310,61200,3109,4183,22511,29671,587,742,4086,5577,401747,543780,36241,62708,5483,7426,23784,31281,1049,1415,425661,584313,363171,487500,33816,58998,2383,3178,22235,29227,508,624,3548,4786,366195,491470,34515,60159,4496,6026,23379,30657,918,1221,38191,56177,35078,51617,1494,2202,726,1005,276,444,79,118,538,791,35552,52310,1726,2549,987,1400,405,624,131,194
R,6,2020,84,1015502,420134,595368,360965,500951,32276,57613,2778,3871,19973,27192,499,658,3643,5083,364015,505162,33120,59024,4863,6862,21129,28639,962,1224,385353,543507,328937,453288,30947,55601,2131,2946,19735,26812,433,553,3170,4307,331586,456836,31579,56679,3980,5532,20778,28074,843,1055,34781,51861,32028,47663,1329,2012,647,925,238,380,66,105,473,776,32429,48326,1541,2345,883,1330,351,565,119,169
R,6,2020,85,925044,374850,550194,322953,464862,28070,52080,2427,3456,17742,24596,454,589,3204,4611,325666,468671,28805,53329,4254,6109,18730,25964,874,1146,343878,502463,294343,420933,26949,50242,1865,2590,17519,24242,398,493,2804,3963,296710,424182,27527,51210,3498,4926,18394,25451,775,978,30972,47731,28610,43929,1121,1838,562,866,223,354,56,96,400,648,28956,44489,1278,2119,756,1183,336,513,99,168
R,6,2020,86,792863,315363,477500,271701,403220,23375,45138,1967,2851,15186,21727,414,524,2720,4040,274010,406610,24004,46246,3482,5136,16075,22959,749,1007,289308,436612,247622,365545,22466,43572,1483,2144,15008,21421,352,454,2377,3476,249638,368453,22954,44425,2829,4154,15803,22514,650,879,26055,40888,24079,37675,909,1566,484,707,178,306,62,70,343,564,24372,38157,1050,1821,653,982,272,445,99,128
R,6,2020,87,727221,282995,444226,244623,376108,20492,41040,1747,2617,13445,20426,342,444,2346,3591,246611,379082,21037,42025,3037,4657,14229,21486,626,916,260555,407455,223887,342141,19671,39658,1344,2009,13281,20166,299,384,2073,3097,225634,344689,20108,40436,2498,3810,13991,21102,556,805,22440,36771,20736,33967,821,1382,403,608,164,260,43,60,273,494,20977,34393,929,1589,539,847,238,384,70,111
R,6,2020,88,652811,246950,405861,215206,346707,16661,35420,1428,2278,11360,17810,293,389,2002,3257,216913,349432,17131,36317,2528,4131,12017,18737,555,791,227009,372674,196648,316003,16033,34209,1077,1730,11223,17591,255,342,1773,2799,198159,318324,16411,34921,2054,3352,11821,18417,490,691,19941,33187,18558,30704,628,1211,351,548,137,219,38,47,229,458,18754,31108,720,1396,474,779,196,320,65,100
R,6,2020,89,579803,213003,366800,186237,314459,13835,30900,1179,1982,9761,16264,259,355,1732,2840,187703,316826,14235,31705,2140,3586,10341,17095,482,708,195645,336993,170089,286858,13283,29851,876,1475,9664,16074,229,303,1504,2432,171361,288870,13595,30474,1718,2878,10181,16800,425,621,17358,29807,16148,27601,552,1049,303,507,97,190,30,52,228,408,16342,27956,640,1231,422,708,160,295,57,87
R,6,2020,90,501499,177879,323620,155067,277073,11682,27511,1071,1731,8404,14508,219,321,1436,2476,156282,279131,12024,28207,1873,3142,8867,15227,400,620,163199,297494,141428,252805,11194,26623,799,1313,8326,14344,195,276,1257,2133,142493,254572,11464,27154,1506,2561,8737,14979,354,539,14680,26126,13639,24268,488,888,272,418,78,164,24,45,179,343,13789,24559,560,1053,367,581,130,248,46,81
R,6,2020,91,419225,142799,276426,124940,237545,9046,23038,807,1335,6666,12098,162,280,1178,2130,125923,239313,9329,23656,1478,2554,7033,12695,321,547,131335,254931,114289,217629,8675,22263,610,995,6594,11962,144,245,1023,1837,115140,219140,8898,22755,1207,2068,6919,12489,280,482,11464,21495,10651,19916,371,775,197,340,72,136,18,35,155,293,10783,20173,431,901,271,486,114,206,41,65
R,6,2020,92,355265,115723,239542,101345,206454,7158,19509,638,1193,5514,10339,118,218,950,1829,102151,207978,7370,20013,1151,2234,5834,10856,248,469,106709,221742,92938,189975,6880,18865,484,897,5466,10223,102,185,839,1597,93649,191294,7055,19269,941,1825,5757,10687,217,406,9014,17800,8407,16479,278,644,154,296,48,116,16,33,111,232,8502,16684,315,744,210,409,77,169,31,63
R,6,2020,93,288608,89841,198767,78445,171372,5623,16092,487,1005,4432,8632,91,172,763,1494,79087,172626,5818,16512,919,1855,4667,9051,183,356,83025,184540,72073,158227,5419,15553,388,763,4396,8539,79,148,670,1310,72635,159322,5575,15889,772,1524,4605,8912,158,312,6816,14227,6372,13145,204,539,99,242,36,93,12,24,93,184,6452,13304,243,623,147,331,62,139,25,44
R,6,2020,94,226989,67306,159683,58599,137355,4249,13081,360,767,3469,7102,63,151,566,1227,59077,138370,4395,13441,676,1452,3645,7448,136,308,62123,148312,53784,126811,4086,12680,271,586,3436,7025,56,131,490,1079,54197,127706,4197,12972,550,1203,3588,7332,117,268,5183,11371,4815,10544,163,401,89,181,33,77,7,20,76,148,4880,10664,198,469,126,249,57,116,19,40
R,6,2020,95,178306,50040,128266,43343,110429,3159,10274,276,618,2773,5804,47,130,442,1011,43714,111270,3267,10602,518,1203,2922,6054,107,239,46330,119501,39890,102308,3048,9951,212,485,2748,5744,41,116,391,897,40219,103053,3135,10230,430,1016,2880,5964,92,212,3710,8765,3453,8121,111,323,64,133,25,60,6,14,51,114,3495,8217,132,372,88,187,42,90,15,27
R,6,2020,96,133904,35883,98021,30970,84508,2235,7738,195,460,2125,4496,39,94,319,725,31235,85111,2324,7954,369,867,2230,4700,80,190,33214,91708,28485,78672,2153,7502,152,355,2108,4452,34,83,282,644,28723,79208,2224,7681,309,723,2202,4632,67,168,2669,6313,2485,5836,82,236,43,105,17,44,5,11,37,81,2512,5903,100,273,60,144,28,68,13,22
R,6,2020,97,97144,25040,72104,21396,61840,1606,5817,144,323,1629,3499,23,68,242,557,21597,62290,1671,5989,271,646,1715,3649,60,144,23142,67520,19635,57571,1547,5653,112,259,1616,3472,21,62,211,503,19812,57975,1600,5802,222,553,1694,3608,50,130,1898,4584,1761,4269,59,164,32,64,13,27,2,6,31,54,1785,4315,71,187,49,93,21,41,10,14
R,6,2020,98,68925,16379,52546,13920,45123,1024,4217,91,246,1160,2479,17,58,167,423,14060,45467,1074,4355,179,477,1219,2596,42,118,15238,49269,12855,42096,992,4096,76,198,1150,2458,15,50,150,371,12980,42396,1034,4212,155,405,1205,2560,37,104,1141,3277,1065,3027,32,121,15,48,10,21,2,8,17,52,1080,3071,40,143,24,72,14,36,5,14
R,6,2020,99,47641,10843,36798,9193,31399,677,2967,58,173,785,1902,12,39,118,318,9291,31653,709,3076,120,352,825,1985,31,81,10135,34641,8543,29408,653,2893,46,140,779,1890,10,36,104,274,8631,29627,680,2985,101,296,816,1960,25,72,708,2157,650,1991,24,74,12,33,6,12,2,3,14,44,660,2026,29,91,19,56,9,25,6,9
R,6,2020,100,76459,14562,61897,11756,51031,1057,5793,98,317,1448,4116,26,72,177,568,11895,51483,1116,6009,191,623,1504,4264,58,157,13586,58402,10867,47830,1025,5650,78,271,1440,4088,24,66,152,497,10990,48221,1073,5831,158,543,1487,4217,49,139,976,3495,889,3201,32,143,20,46,8,28,2,6,25,71,905,3262,43,178,33,80,17,47,9,18
