UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,5,2020,0,3724036,1903551,1820485,1323264,1263067,300962,291825,35458,33983,112210,105748,7096,6701,124561,119161,1437833,1372654,370043,358074,58542,56163,158214,149558,15630,14787,1407761,1343592,919943,874825,265544,257664,13961,13478,104449,98376,4351,4085,99513,95164,1011968,962806,321512,311318,28724,27667,142681,134787,10630,10037,495790,476893,403321,388242,35418,34161,21497,20505,7761,7372,2745,2616,25048,23997,425865,409848,48531,46756,29818,28496,15533,14771,5000,4750
R,5,2020,1,3772794,1927259,1845535,1341437,1281145,302371,294859,35719,34295,115683,108957,7276,6850,124773,119429,1456153,1390941,371384,361106,58923,56616,161880,152928,15847,14967,1425050,1360716,932258,885639,266652,260254,14272,13835,107767,101454,4466,4211,99635,95323,1024339,973729,322467,313854,29127,28129,146207,137995,10792,10193,502209,484819,409179,395506,35719,34605,21447,20460,7916,7503,2810,2639,25138,24106,431814,417212,48917,47252,29796,28487,15673,14933,5055,4774
R,5,2020,2,3866768,1977486,1889282,1374180,1309880,309948,301864,36583,34535,122378,114725,7370,7002,127027,121276,1490936,1421339,379825,369004,60286,57246,169658,159460,16136,15279,1464974,1396114,954383,905536,275113,268041,14539,13943,114582,107270,4636,4362,101721,96962,1048345,995091,331804,322466,29751,28537,154065,144526,11133,10473,512512,493168,419797,404344,34835,33823,22044,20592,7796,7455,2734,2640,25306,24314,442591,426248,48021,46538,30535,28709,15593,14934,5003,4806
R,5,2020,3,3955191,2023976,1931215,1413069,1344345,310445,302389,35645,34633,129049,120616,7527,7127,128241,122105,1530847,1456586,380063,369366,59796,57769,177502,165948,16561,15572,1501425,1428355,981323,929242,275752,268828,15502,14888,121279,113228,4825,4485,102744,97684,1076111,1019465,332102,323100,31135,29821,161867,151051,11578,10739,522551,502860,431746,415103,34693,33561,20143,19745,7770,7388,2702,2642,25497,24421,454736,437121,47961,46266,28661,27948,15635,14897,4983,4833
R,5,2020,4,4045398,2067542,1977856,1457949,1388954,312201,305574,35227,33906,125875,118774,7388,7072,128902,123576,1576450,1502570,381973,373085,59885,57506,174286,164671,16441,15630,1533482,1464478,1013423,961758,278156,272544,15988,15316,118081,111445,4652,4459,103182,98956,1108735,1053183,334694,327300,31968,30619,158514,149762,11374,10816,534060,513378,444526,427196,34045,33030,19239,18590,7794,7329,2736,2613,25720,24620,467715,449387,47279,45785,27917,26887,15772,14909,5067,4814
R,5,2020,5,4076539,2081965,1994574,1464746,1398634,316914,309432,35177,34175,129120,121800,7302,7118,128706,123415,1583061,1512071,386556,376664,59876,57870,177399,167708,16368,15709,1550643,1480677,1022253,970948,282380,275943,16323,15710,121712,114617,4698,4540,103277,98919,1117629,1062299,338828,330476,32443,31106,162203,153037,11489,10966,531322,513897,442493,427686,34534,33489,18854,18465,7408,7183,2604,2578,25429,24496,465432,449772,47728,46188,27433,26764,15196,14671,4879,4743
R,5,2020,6,4052988,2075843,1977145,1464891,1389408,317372,308071,35407,34107,124268,117403,6971,6658,126934,121498,1581586,1501053,385749,374527,60015,57593,171906,162245,16019,15165,1547080,1470811,1024155,967766,282785,274811,16679,15933,117183,110691,4526,4303,101752,97307,1118159,1057602,338171,328735,32780,31234,157058,148131,11243,10609,528763,506334,440736,421642,34587,33260,18728,18174,7085,6712,2445,2355,25182,24191,463427,443451,47578,45792,27235,26359,14848,14114,4776,4556
R,5,2020,7,4052329,2069988,1982341,1459293,1393241,314982,307043,35054,34013,128021,121019,7081,6774,125557,120251,1574574,1503610,382050,372080,59499,57514,175680,165973,16238,15370,1543693,1474145,1019205,968772,281398,274533,16738,16036,121114,114211,4643,4371,100595,96222,1111980,1057498,335625,327148,32714,31382,161093,151797,11451,10721,526295,508196,440088,424469,33584,32510,18316,17977,6907,6808,2438,2403,24962,24029,462594,446112,46425,44932,26785,26132,14587,14176,4787,4649
R,5,2020,8,4067586,2083360,1984226,1476896,1402584,317202,306883,36291,34655,121795,115241,6774,6518,124402,118345,1591129,1511230,383965,370786,60917,58109,168406,159250,15744,15024,1548808,1471413,1029368,972945,283778,274862,16970,16189,115017,108724,4366,4190,99309,94503,1120983,1060121,337638,326483,33008,31471,153956,145446,11001,10463,534552,512813,447528,429639,33424,32021,19321,18466,6778,6517,2408,2328,25093,23842,470146,451109,46327,44303,27909,26638,14450,13804,4743,4561
R,5,2020,9,4110030,2108037,2001993,1503231,1423429,319597,308289,34233,33157,119557,112767,6682,6322,124737,118029,1617858,1531775,386356,371925,59152,57009,166146,156387,15717,14763,1561239,1477660,1039472,979313,288030,277530,17123,16374,112982,106538,4369,4134,99263,93771,1131092,1065762,341791,328688,33302,31868,151806,142844,11031,10351,546798,524333,463759,444116,31567,30759,17110,16783,6575,6229,2313,2188,25474,24258,486766,466013,44565,43237,25850,25141,14340,13543,4686,4412
R,5,2020,10,4204253,2153291,2050962,1544677,1464360,325210,314322,34107,32945,118227,112852,6468,6293,124602,120190,1659482,1574826,392158,379507,59153,57396,164044,156573,15246,14725,1589202,1510721,1063226,1003388,293649,284046,17518,17070,111827,106767,4347,4191,98635,95259,1154512,1091303,347395,336280,33569,32902,149835,143201,10812,10380,564089,540241,481451,460972,31561,30276,16589,15875,6400,6085,2121,2102,25967,24931,504970,483523,44763,43227,25584,24494,14209,13372,4434,4345
R,5,2020,11,4307058,2205260,2101798,1586825,1505942,335420,324751,34725,33268,118521,113259,6605,6506,123164,118072,1699986,1614590,401751,388925,59733,56737,163404,155949,15257,14822,1631687,1553559,1095607,1036784,303787,294047,17996,17389,112057,107193,4474,4412,97766,93734,1185776,1123419,357254,345897,34088,32389,149504,142789,10890,10525,573573,548239,491218,469158,31633,30704,16729,15879,6464,6066,2131,2094,25398,24338,514210,491171,44497,43028,25645,24348,13900,13160,4367,4297
R,5,2020,12,4449129,2279136,2169993,1643992,1557625,345576,334953,36162,34634,123117,117419,6760,6547,123529,118815,1757393,1666671,411817,399859,61237,58790,168218,159955,15672,14839,1685054,1604014,1133572,1072015,313287,303903,18631,18160,116772,111352,4588,4346,98204,94238,1224084,1158803,366887,356323,34784,33620,154403,146752,11164,10467,594082,565979,510420,485610,32289,31050,17531,16474,6345,6067,2172,2201,25325,24577,533309,507868,44930,43536,26453,25170,13815,13203,4508,4372
R,5,2020,13,4431396,2269602,2161794,1644657,1560887,342892,330800,36511,34559,120007,114579,6667,6511,118868,114458,1753836,1665828,406260,392558,60963,58264,163589,155718,15290,14712,1681260,1599381,1138664,1077121,311278,300388,18676,18048,113594,108638,4565,4351,94483,90835,1225801,1160700,362470,350436,34496,33266,149908,142929,10933,10388,588342,562413,505993,483766,31614,30412,17835,16511,6413,5941,2102,2160,24385,23623,528035,505128,43790,42122,26467,24998,13681,12789,4357,4324
R,5,2020,14,4339217,2219819,2119398,1619946,1536927,328645,320749,35064,33663,117418,113892,6492,6359,112254,107808,1722892,1635752,387861,378176,58763,56248,158654,153222,14575,14027,1651883,1575943,1129552,1067587,298916,291974,18169,17749,111409,108359,4402,4327,89435,85947,1211840,1146615,346984,338683,33501,32325,145971,141282,10424,10015,567936,543455,490394,469340,29729,28775,16895,15914,6009,5533,2090,2032,22819,21861,511052,489137,40877,39493,25262,23923,12683,11940,4151,4012
R,5,2020,15,4299395,2198922,2100473,1609828,1526898,322291,312756,34472,33212,118847,117680,6513,6216,106971,103711,1707724,1621638,377715,366987,57597,55547,158751,155820,14275,13746,1645469,1571690,1130599,1069487,293672,285159,18118,17406,113056,112200,4507,4355,85517,83083,1209169,1145607,338697,329414,33221,32008,146674,144372,10302,10036,553453,528783,479229,457411,28619,27597,16354,15806,5791,5480,2006,1861,21454,20628,498555,476031,39018,37573,24376,23539,12077,11448,3973,3710
R,5,2020,16,4331112,2213276,2117836,1628825,1546452,320760,312795,33653,32851,119865,119044,6293,5991,103880,100703,1723955,1638638,374036,364889,56579,55071,158544,156222,13909,13311,1669246,1595163,1156714,1093177,292924,286130,17920,17337,114166,113652,4402,4176,83120,80691,1233099,1167269,336280,328607,33033,32085,146727,145000,10118,9627,544030,522673,472111,453275,27836,26665,15733,15514,5699,5392,1891,1815,20760,20012,490856,471369,37756,36282,23546,22986,11817,11222,3791,3684
R,5,2020,17,4278415,2186601,2091814,1610718,1528030,317855,311050,33459,32082,119991,119110,6244,5930,98334,95612,1700400,1615286,368060,360011,55735,53854,156464,154457,13691,12996,1652405,1578938,1146544,1081988,290429,285224,17675,17122,114483,113854,4394,4159,78880,76591,1218729,1152147,331382,325181,32448,31577,145264,143560,9993,9526,534196,512876,464174,446042,27426,25826,15784,14960,5508,5256,1850,1771,19454,19021,481671,463139,36678,34830,23287,22277,11200,10897,3698,3470
R,5,2020,18,4287397,2190109,2097288,1611987,1531994,323421,316390,33390,31594,119665,118064,6010,5845,95636,93401,1699225,1616940,372002,364360,55827,53798,154761,151968,13138,12831,1662391,1592796,1153007,1092828,296493,290879,17869,17150,114349,112972,4217,4064,76456,74903,1222945,1161207,336072,330059,32685,32009,143910,141546,9683,9395,527718,504492,458980,439166,26928,25511,15521,14444,5316,5092,1793,1781,19180,18498,476280,455733,35930,34301,23142,21789,10851,10422,3455,3436
R,5,2020,19,4359002,2226117,2132885,1633661,1554052,331280,324831,33353,32022,126810,124448,6032,5917,94981,91615,1719995,1637279,379146,371437,56057,53979,162005,157854,13252,12906,1699748,1630124,1175040,1115966,304665,299405,18143,17528,121511,119495,4329,4120,76060,73610,1244277,1183038,343564,337506,33419,32424,151298,147737,9808,9436,526369,502761,458621,438086,26615,25426,15210,14494,5299,4953,1703,1797,18921,18005,475718,454241,35582,33931,22638,21555,10707,10117,3444,3470
R,5,2020,20,4329795,2211315,2118480,1623256,1542817,333526,327000,33550,32022,122841,121117,6112,5765,92030,89759,1706944,1624048,379999,373057,56421,54200,155983,153199,13063,12618,1693732,1624873,1172029,1112781,307341,302023,18463,17703,117684,116213,4360,4095,73855,72058,1239349,1178133,345233,339693,33960,32800,145766,143237,9688,9318,517583,493607,451227,430036,26185,24977,15087,14319,5157,4904,1752,1670,18175,17701,467595,445915,34766,33364,22461,21400,10217,9962,3375,3300
R,5,2020,21,4283659,2185475,2098184,1608068,1530963,327078,322273,32621,31690,122125,120739,6054,5611,89529,86908,1689205,1609631,371810,366469,55112,53868,154438,151574,13222,12310,1680988,1615130,1168118,1109884,301546,297824,18120,17629,116983,115860,4330,4030,71891,69903,1233421,1173287,338050,334036,33527,32974,144307,141788,9863,9208,504487,483054,439950,421079,25532,24449,14501,14061,5142,4879,1724,1581,17638,17005,455784,436344,33760,32433,21585,20894,10131,9786,3359,3102
R,5,2020,22,4263194,2173261,2089933,1592873,1519961,327494,322255,32250,31477,128420,126348,6032,5716,86192,84176,1670823,1596093,370288,364529,54403,53292,159390,156255,12775,12140,1677122,1615440,1159334,1105776,302918,298479,17740,17664,123436,121563,4387,4134,69307,67824,1222111,1167230,337904,333110,33010,32855,149656,146882,9617,9094,496139,474493,433539,414185,24576,23776,14510,13813,4984,4785,1645,1582,16885,16352,448712,428863,32384,31419,21393,20437,9734,9373,3158,3046
R,5,2020,23,4277920,2178077,2099843,1596654,1526653,324757,321327,32192,31181,134814,132864,6120,5597,83540,82221,1672204,1600751,365460,362095,54488,53185,164971,162052,12756,12159,1685076,1629049,1166171,1115381,300273,298199,17747,17434,129885,128118,4405,4038,66595,65879,1226547,1174796,333092,331389,32964,32650,155407,152806,9521,9128,493001,470794,430483,411272,24484,23128,14445,13747,4929,4746,1715,1559,16945,16342,445657,425955,32368,30706,21524,20535,9564,9246,3235,3031
R,5,2020,24,4321582,2202625,2118957,1612981,1539186,328219,324581,32211,30767,141043,138891,6287,6014,81884,79518,1686840,1610759,367435,363400,54703,52667,170711,167375,12870,12533,1710360,1648620,1182340,1127678,303954,301501,17927,17189,136208,134102,4550,4314,65381,63836,1241379,1185234,335675,333016,33421,32478,161353,158217,9685,9458,492265,470337,430641,411508,24265,23080,14284,13578,4835,4789,1737,1700,16503,15682,445461,425525,31760,30384,21282,20189,9358,9158,3185,3075
R,5,2020,25,4392853,2235808,2157045,1628981,1558358,342758,339146,32599,31550,144992,143357,6447,6236,80031,78398,1700626,1628377,380472,377148,55484,53687,173984,171530,13325,12809,1742356,1684689,1197094,1145272,318191,315542,18348,17661,140091,138646,4709,4551,63923,63017,1254296,1201610,348585,346393,34354,33343,164767,162525,10080,9734,493452,472356,431887,413086,24567,23604,14251,13889,4901,4711,1738,1685,16108,15381,446330,426767,31887,30755,21130,20344,9217,9005,3245,3075
R,5,2020,26,4486872,2283200,2203672,1656725,1583304,359115,354851,33414,32647,150013,149443,6502,6402,77431,77025,1725657,1651767,394824,391530,56198,55315,178487,177001,13339,13068,1782973,1727229,1218214,1166613,334075,330820,19022,18640,145204,144692,4770,4739,61688,61725,1273102,1221463,362689,360495,34989,34732,169382,168060,10108,9947,500227,476443,438511,416691,25040,24031,14392,14007,4809,4751,1732,1663,15743,15300,452555,430304,32135,31035,21209,20583,9105,8941,3231,3121
R,5,2020,27,4570523,2323327,2247196,1682875,1611439,370697,364377,34604,33366,153863,157004,6738,6463,74550,74547,1749039,1677574,404110,398800,57236,55948,181592,184133,13414,13033,1818813,1768378,1240531,1192028,345115,340414,19732,19303,149123,152165,4900,4740,59412,59728,1293261,1245028,371706,367993,35638,35390,172879,175355,10206,9922,504514,478818,442344,419411,25582,23963,14872,14063,4740,4839,1838,1723,15138,14819,455778,432546,32404,30807,21598,20558,8713,8778,3208,3111
R,5,2020,28,4668470,2363997,2304473,1713679,1650310,374095,373690,36048,33754,160368,165860,7113,6692,72694,74167,1777584,1715395,405415,407281,58743,56253,188105,193878,13998,13575,1854290,1823198,1267760,1230472,348059,348168,20465,19688,155464,160806,5138,4914,57404,59150,1318143,1282366,372531,374818,36303,35604,179181,184713,10602,10286,509707,481275,445919,419838,26036,25522,15583,14066,4904,5054,1975,1778,15290,15017,459441,433029,32884,32463,22440,20649,8924,9165,3396,3289
R,5,2020,29,4741566,2399124,2342442,1742613,1677388,375601,378845,35559,32990,168273,174489,7627,7010,69451,71720,1803047,1739922,404761,410906,57234,54782,195833,202229,14667,13948,1891330,1869470,1299525,1266259,348876,352546,19953,19358,163008,169161,5525,5225,54443,56921,1346687,1315737,371309,377822,34930,34695,186594,192774,11095,10782,507794,472972,443088,411129,26725,26299,15606,13632,5265,5328,2102,1785,15008,14799,456360,424185,33452,33084,22304,20087,9239,9455,3572,3166
R,5,2020,30,4723036,2386847,2336189,1741025,1674726,367647,374965,35151,32461,170607,179220,7811,7123,64606,67694,1797365,1733748,394265,404677,55327,53216,196530,205556,14246,13690,1883392,1872598,1301188,1271790,341263,348779,19499,19118,165381,173995,5621,5336,50440,53580,1344981,1318355,361578,371919,33378,33596,187572,196613,10712,10582,503455,463591,439837,402936,26384,26186,15652,13343,5226,5225,2190,1787,14166,14114,452384,415393,32687,32758,21949,19620,8958,8943,3534,3108
R,5,2020,31,4604864,2328295,2276569,1706596,1635477,346369,356867,34175,30809,172904,183008,7645,6868,60606,63540,1759332,1690794,370670,384342,53363,50348,197484,208066,13810,13036,1839446,1831047,1279228,1247675,321001,331830,18585,18019,167907,177872,5607,5194,47118,50457,1320077,1291423,339172,353219,31675,31811,189005,199468,10543,10144,488849,445522,427368,387802,25368,25037,15590,12790,4997,5136,2038,1674,13488,13083,439255,399371,31498,31123,21688,18537,8479,8598,3267,2892
R,5,2020,32,4527079,2289139,2237940,1694454,1621705,327365,339388,33520,30369,168546,178881,7685,6854,57569,60743,1744332,1674623,350060,365295,51767,49140,192192,203034,13770,12907,1799133,1795492,1264678,1236132,303067,314852,17914,17482,163716,174070,5538,5164,44220,47792,1302762,1277666,319791,334620,30049,30554,183980,194835,10391,10037,490006,442448,429776,385573,24298,24536,15606,12887,4830,4811,2147,1690,13349,12951,441570,396957,30269,30675,21718,18586,8212,8199,3379,2870
R,5,2020,33,4482598,2270595,2212003,1693010,1610844,316029,329448,32852,29540,166705,176896,7558,6776,54441,58499,1740356,1661783,337198,354180,50545,48286,188974,199917,13178,12482,1783084,1772295,1264539,1227147,292255,305329,17430,16863,161864,172258,5384,5033,41612,45665,1300515,1266729,307588,324106,29229,29816,180988,192016,9894,9593,487511,439708,428471,383697,23774,24119,15422,12677,4841,4638,2174,1743,12829,12834,439841,395054,29610,30074,21316,18470,7986,7901,3284,2889
R,5,2020,34,4501854,2281971,2219883,1710128,1624170,310578,325272,32605,29504,167800,177921,7707,6887,53153,56129,1756214,1672781,330838,348457,50133,47765,189466,200246,13470,12638,1789615,1779501,1277166,1239381,286849,301181,16714,16682,162964,173282,5514,5231,40408,43744,1311970,1277072,301420,318613,28329,29436,181458,192390,10115,9878,492356,440382,432962,384789,23729,24091,15891,12822,4836,4639,2193,1656,12745,12385,444244,395709,29418,29844,21804,18329,8008,7856,3355,2760
R,5,2020,35,4473761,2263407,2210354,1701735,1620127,303733,320215,31825,29198,167461,179271,7535,6676,51118,54867,1746033,1667696,322893,342130,49097,47429,188316,201444,13091,12316,1774479,1771407,1271152,1236120,280590,296588,16397,16454,162655,174755,5314,4993,38371,42497,1304132,1272786,294074,312737,27735,29102,180403,193784,9726,9530,488928,438947,430583,384007,23143,23627,15428,12744,4806,4516,2221,1683,12747,12370,441901,394910,28819,29393,21362,18327,7913,7660,3365,2786
R,5,2020,36,4413437,2230442,2182995,1679870,1600054,294744,314113,31651,28889,167527,179770,7314,6600,49336,53569,1722591,1646424,312990,335037,48488,47092,187838,201505,12703,12261,1750112,1747549,1256550,1218969,272271,290840,16131,16113,162748,175390,5248,4941,37164,41296,1288493,1254530,285128,306173,27273,28700,180022,193943,9509,9468,480330,435446,423320,381085,22473,23273,15520,12776,4779,4380,2066,1659,12172,12273,434098,391894,27862,28864,21215,18392,7816,7562,3194,2793
R,5,2020,37,4476874,2260436,2216438,1707618,1627879,297346,318992,32262,29391,166118,179852,7395,6758,49697,53566,1750624,1674067,315560,339886,49434,47927,186399,201429,12850,12435,1771002,1771203,1275620,1238292,274789,294881,16404,16341,161362,175319,5301,5054,37526,41316,1307813,1273671,287628,310219,27903,29224,178605,193741,9649,9622,489434,445235,431998,389587,22557,24111,15858,13050,4756,4533,2094,1704,12171,12250,442811,400396,27932,29667,21531,18703,7794,7688,3201,2813
R,5,2020,38,4445485,2242718,2202767,1698685,1620698,294169,316612,31312,28547,162941,178373,7353,6611,48258,51926,1740388,1665403,311776,337057,48387,46782,182408,198970,12680,12105,1758998,1758592,1271952,1231405,271735,293042,15760,15577,158212,173725,5237,4864,36102,39979,1302872,1265631,284028,308025,27079,28230,174627,191296,9455,9274,483720,444175,426733,389293,22434,23570,15552,12970,4729,4648,2116,1747,12156,11947,437516,399772,27748,29032,21308,18552,7781,7674,3225,2831
R,5,2020,39,4408851,2222017,2186834,1688469,1611321,293288,317785,30898,28642,154636,171579,7233,6248,47493,51259,1729402,1655604,310650,338127,47849,46697,173763,191596,12500,11682,1742712,1746501,1264874,1225433,271531,294221,15612,15884,149882,167063,5128,4598,35685,39302,1295358,1259142,283708,308978,26948,28431,166096,184152,9332,9006,479305,440333,423595,385888,21757,23564,15286,12758,4754,4516,2105,1650,11808,11957,434044,396462,26942,29149,20901,18266,7667,7444,3168,2676
R,5,2020,40,4350617,2190477,2160140,1661761,1587919,293416,318545,30552,28001,151834,169295,7029,6434,45885,49946,1701327,1630819,310050,338283,47445,45888,170010,188824,12223,11797,1713098,1724039,1240453,1205486,271396,295317,15230,15429,147216,164830,4875,4798,33928,38179,1269454,1237994,282840,309575,26361,27916,162390,181402,8981,9112,477379,436101,421308,382433,22020,23228,15322,12572,4618,4465,2154,1636,11957,11767,431873,392825,27210,28708,21084,17972,7620,7422,3242,2685
R,5,2020,41,4183832,2100831,2083001,1598256,1532876,277750,305876,28792,26780,146650,164568,6288,5856,43095,47045,1635369,1573322,293338,324157,44653,43854,163718,183006,11066,10788,1653599,1665482,1202645,1166941,257355,283562,14711,14659,142379,160344,4467,4284,32042,35692,1229946,1197380,268108,296579,25225,26451,156803,175998,8259,8263,447232,417519,395611,365935,20395,22314,14081,12121,4271,4224,1821,1572,11053,11353,405423,375942,25230,27578,19428,17403,6915,7008,2807,2525
R,5,2020,42,4113480,2062440,2051040,1576637,1517063,268472,296475,28274,26593,141412,159868,6206,5629,41439,45412,1612165,1555908,283266,313987,43704,43417,157960,177632,10675,10383,1617102,1633468,1181843,1149862,248770,274911,14339,14577,137170,155542,4390,4181,30590,34395,1207749,1179013,258856,287263,24547,26234,151041,170645,7922,8018,445338,417572,394794,367201,19702,21564,13935,12016,4242,4326,1816,1448,10849,11017,404416,376895,24410,26724,19157,17183,6919,6987,2753,2365
R,5,2020,43,4025807,2014307,2011500,1539800,1487282,260341,289370,27749,25856,140916,160072,5916,5562,39585,43358,1573912,1524206,274244,305912,42748,42110,156560,177162,10308,10218,1579666,1599167,1153938,1123634,241389,268351,14255,14395,136657,155875,4200,4061,29227,32851,1178795,1151332,250721,280068,24336,25731,149795,170303,7676,7808,434641,412333,385862,363648,18952,21019,13494,11461,4259,4197,1716,1501,10358,10507,395117,372874,23523,25844,18412,16379,6765,6859,2632,2410
R,5,2020,44,3929247,1965396,1963851,1500368,1452551,252953,281061,27001,25150,141679,158885,5554,5301,37841,40903,1532924,1487380,265979,296366,41462,40727,156832,175102,9738,9620,1540859,1558792,1122813,1094646,234754,260659,13746,13778,137612,154732,3991,3897,27943,31080,1146573,1120840,243436,271459,23459,24731,150388,168492,7306,7380,424537,405059,377555,357905,18199,20402,13255,11372,4067,4153,1563,1404,9898,9823,386351,366540,22543,24907,18003,15996,6444,6610,2432,2240
R,5,2020,45,3956674,1978788,1977886,1516124,1468886,252281,281151,26713,25058,142607,158623,5690,5073,35373,39095,1546189,1502044,264344,295610,40650,40162,156700,174143,9687,9116,1559803,1578064,1141496,1113750,235229,262059,13580,13905,138676,154706,4126,3761,26696,29883,1163925,1138813,243600,272260,23128,24533,150766,168062,7371,7036,418985,399822,374628,355136,17052,19092,13133,11153,3931,3917,1564,1312,8677,9212,382264,363231,20744,23350,17522,15629,5934,6081,2316,2080
R,5,2020,46,3888083,1942314,1945769,1488133,1444050,247418,277246,26012,24581,141324,157196,5231,4991,34196,37705,1517212,1475874,258870,291061,39548,39288,155058,172203,9114,9017,1539984,1556734,1127826,1097903,231186,258759,13391,13725,137724,153461,3853,3721,26004,29165,1149687,1122245,239105,268674,22821,24338,149541,166413,7028,6983,402330,389035,360307,346147,16232,18487,12621,10856,3600,3735,1378,1270,8192,8540,367525,353629,19765,22387,16727,14950,5517,5790,2086,2034
R,5,2020,47,3964966,1979233,1985733,1517182,1475333,255573,285710,25895,24816,141325,157570,5193,4940,34065,37364,1546060,1506837,266603,299204,39638,39779,155067,172339,9006,8866,1582150,1600645,1161049,1132519,239758,267689,13602,13985,137713,153766,3882,3687,26146,28999,1182951,1156668,247447,277459,23329,24898,149655,166514,6991,6911,397083,385088,356133,342814,15815,18021,12293,10831,3612,3804,1311,1253,7919,8365,363109,350169,19156,21745,16309,14881,5412,5825,2015,1955
R,5,2020,48,4171583,2086647,2084936,1615833,1566451,264993,294890,26354,25037,140270,156039,5254,4879,33943,37640,1644523,1598163,275854,308155,40524,40568,153677,170710,9054,8908,1692430,1703109,1262256,1226013,249377,277176,14149,14448,136561,152421,3897,3663,26190,29388,1284118,1250470,257018,286735,24354,25909,148196,165194,7007,6994,394217,381827,353577,340438,15616,17714,12205,10589,3709,3618,1357,1216,7753,8252,360405,347693,18836,21420,16170,14659,5481,5516,2047,1914
R,5,2020,49,4415151,2213370,2201781,1730632,1670309,276916,308475,27026,25922,138409,153581,5143,5060,35244,38434,1760506,1702656,288151,321944,41952,42146,152094,168237,9232,9331,1818953,1822301,1376719,1332563,261242,290641,14915,15109,134752,149919,3823,3797,27502,30272,1399780,1357777,269231,300466,25889,27341,146624,162587,7188,7332,394417,379480,353913,337746,15674,17834,12111,10813,3657,3662,1320,1263,7742,8162,360726,344879,18920,21478,16063,14805,5470,5650,2044,1999
R,5,2020,50,4291185,2150138,2141047,1684479,1631656,267981,295031,26205,24796,132566,148383,5301,5046,33606,36135,1712808,1661819,278588,307484,40754,40460,145391,162177,9327,9174,1767620,1776908,1341630,1306738,252719,278282,14306,14740,129019,144782,3974,3872,25972,28494,1363249,1330281,260137,287400,24923,26580,140097,156661,7307,7299,382518,364139,342849,324918,15262,16749,11899,10056,3547,3601,1327,1174,7634,7641,349559,331538,18451,20084,15831,13880,5294,5516,2020,1875
R,5,2020,51,4149711,2075776,2073935,1632793,1588075,253745,280639,25211,23808,128293,143048,4705,4790,31029,33575,1659067,1616152,263077,291932,39138,38856,140018,155558,8325,8585,1715962,1729673,1309889,1281038,239339,264692,14124,14208,125044,139727,3534,3611,24032,26397,1330019,1302866,245761,272810,24446,25627,135204,150596,6514,6772,359814,344262,322904,307037,14406,15947,11087,9600,3249,3321,1171,1179,6997,7178,329048,313286,17316,19122,14692,13229,4814,4962,1811,1813
R,5,2020,52,4060434,2027710,2032724,1596579,1555952,253235,281438,24413,23523,119436,135063,4676,4660,29371,32088,1621279,1582608,262083,292201,37835,38086,130494,146870,8060,8506,1676954,1696343,1281869,1255516,238902,265746,13638,14337,116345,131957,3487,3562,22713,25225,1300700,1276218,244966,273457,23600,25461,125919,142151,6335,6784,350756,336381,314710,300436,14333,15692,10775,9186,3091,3106,1189,1098,6658,6863,320579,306390,17117,18744,14235,12625,4575,4719,1725,1722
R,5,2020,53,4100822,2040032,2060790,1616069,1589945,253205,284068,24014,23521,113431,127352,4772,4618,28541,31286,1639942,1615904,261728,294704,37368,38083,123969,138487,8239,8264,1702162,1733964,1312308,1297953,239667,268889,13844,14683,110443,124351,3626,3515,22274,24573,1330680,1318086,245527,276521,23936,25806,119561,133957,6562,6586,337870,326826,303761,291992,13538,15179,10170,8838,2988,3001,1146,1103,6267,6713,309262,297818,16201,18183,13432,12277,4408,4530,1677,1678
R,5,2020,54,4168996,2071008,2097988,1637739,1617027,261545,292773,24394,23844,114409,128620,4613,4569,28308,31155,1661268,1642846,269980,303020,38002,38752,124583,139674,8088,8270,1737582,1775941,1338457,1329532,247782,277658,14232,15058,111508,125549,3540,3584,22063,24560,1356518,1349618,253569,285012,24598,26637,120298,135047,6463,6677,333426,322047,299282,287495,13763,15115,10162,8786,2901,3071,1073,985,6245,6595,304750,293228,16411,18008,13404,12115,4285,4627,1625,1593
